Match_ID,League,Season,Date,Time,Team_Home,Team_Away,Score_Home,Score_Away,Label_Path
europe_uefa-champions-league_2015-11-03_B._Monchengladbach_vs_Juventus,europe_uefa-champions-league,2015-2016,2015-11-03,22:45,B. Monchengladbach,Juventus,1,1,C:\Users\mansi\SheInnovates\SoccerNetData\europe_uefa-champions-league\2015-2016\2015-11-03 - 22-45 B. Monchengladbach 1 - 1 Juventus\Labels-v2.json
europe_uefa-champions-league_2015-11-03_Manchester_United_vs_CSKA_Moscow,europe_uefa-champions-league,2015-2016,2015-11-03,22:45,Manchester United,CSKA Moscow,1,0,C:\Users\mansi\SheInnovates\SoccerNetData\europe_uefa-champions-league\2015-2016\2015-11-03 - 22-45 Manchester United 1 - 0 CSKA Moscow\Labels-v2.json
europe_uefa-champions-league_2015-11-03_PSV_vs_Wolfsburg,europe_uefa-champions-league,2015-2016,2015-11-03,22:45,PSV,Wolfsburg,2,0,C:\Users\mansi\SheInnovates\SoccerNetData\europe_uefa-champions-league\2015-2016\2015-11-03 - 22-45 PSV 2 - 0 Wolfsburg\Labels-v2.json
europe_uefa-champions-league_2015-11-04_Bayern_Munich_vs_Arsenal,europe_uefa-champions-league,2015-2016,2015-11-04,22:45,Bayern Munich,Arsenal,5,1,C:\Users\mansi\SheInnovates\SoccerNetData\europe_uefa-champions-league\2015-2016\2015-11-04 - 22-45 Bayern Munich 5 - 1 Arsenal\Labels-v2.json
europe_uefa-champions-league_2015-11-04_Gent_vs_Valencia,europe_uefa-champions-league,2015-2016,2015-11-04,22:45,Gent,Valencia,1,0,C:\Users\mansi\SheInnovates\SoccerNetData\europe_uefa-champions-league\2015-2016\2015-11-04 - 22-45 Gent 1 - 0 Valencia\Labels-v2.json
europe_uefa-champions-league_2015-11-04_Lyon_vs_Zenit_Petersburg,europe_uefa-champions-league,2015-2016,2015-11-04,22:45,Lyon,Zenit Petersburg,0,2,C:\Users\mansi\SheInnovates\SoccerNetData\europe_uefa-champions-league\2015-2016\2015-11-04 - 22-45 Lyon 0 - 2 Zenit Petersburg\Labels-v2.json
europe_uefa-champions-league_2015-11-04_Maccabi_Tel_Aviv_vs_FC_Porto,europe_uefa-champions-league,2015-2016,2015-11-04,22:45,Maccabi Tel Aviv,FC Porto,1,3,C:\Users\mansi\SheInnovates\SoccerNetData\europe_uefa-champions-league\2015-2016\2015-11-04 - 22-45 Maccabi Tel Aviv 1 - 3 FC Porto\Labels-v2.json
europe_uefa-champions-league_2015-11-24_Zenit_Petersburg_vs_Valencia,europe_uefa-champions-league,2015-2016,2015-11-24,20:00,Zenit Petersburg,Valencia,2,0,C:\Users\mansi\SheInnovates\SoccerNetData\europe_uefa-champions-league\2015-2016\2015-11-24 - 20-00 Zenit Petersburg 2 - 0 Valencia\Labels-v2.json
europe_uefa-champions-league_2015-11-24_Barcelona_vs_AS_Roma,europe_uefa-champions-league,2015-2016,2015-11-24,22:45,Barcelona,AS Roma,6,1,C:\Users\mansi\SheInnovates\SoccerNetData\europe_uefa-champions-league\2015-2016\2015-11-24 - 22-45 Barcelona 6 - 1 AS Roma\Labels-v2.json
europe_uefa-champions-league_2015-11-24_Bayern_Munich_vs_Olympiakos_Piraeus,europe_uefa-champions-league,2015-2016,2015-11-24,22:45,Bayern Munich,Olympiakos Piraeus,4,0,C:\Users\mansi\SheInnovates\SoccerNetData\europe_uefa-champions-league\2015-2016\2015-11-24 - 22-45 Bayern Munich 4 - 0 Olympiakos Piraeus\Labels-v2.json
europe_uefa-champions-league_2015-11-24_FC_Porto_vs_Dyn._Kiev,europe_uefa-champions-league,2015-2016,2015-11-24,22:45,FC Porto,Dyn. Kiev,0,2,C:\Users\mansi\SheInnovates\SoccerNetData\europe_uefa-champions-league\2015-2016\2015-11-24 - 22-45 FC Porto 0 - 2 Dyn. Kiev\Labels-v2.json
europe_uefa-champions-league_2015-11-24_Maccabi_Tel_Aviv_vs_Chelsea,europe_uefa-champions-league,2015-2016,2015-11-24,22:45,Maccabi Tel Aviv,Chelsea,0,4,C:\Users\mansi\SheInnovates\SoccerNetData\europe_uefa-champions-league\2015-2016\2015-11-24 - 22-45 Maccabi Tel Aviv 0 - 4 Chelsea\Labels-v2.json
europe_uefa-champions-league_2015-11-25_CSKA_Moscow_vs_Wolfsburg,europe_uefa-champions-league,2015-2016,2015-11-25,20:00,CSKA Moscow,Wolfsburg,0,2,C:\Users\mansi\SheInnovates\SoccerNetData\europe_uefa-champions-league\2015-2016\2015-11-25 - 20-00 CSKA Moscow 0 - 2 Wolfsburg\Labels-v2.json
europe_uefa-champions-league_2015-11-25_Atl._Madrid_vs_Galatasaray,europe_uefa-champions-league,2015-2016,2015-11-25,22:45,Atl. Madrid,Galatasaray,2,0,C:\Users\mansi\SheInnovates\SoccerNetData\europe_uefa-champions-league\2015-2016\2015-11-25 - 22-45 Atl. Madrid 2 - 0 Galatasaray\Labels-v2.json
europe_uefa-champions-league_2015-11-25_B._Monchengladbach_vs_Sevilla,europe_uefa-champions-league,2015-2016,2015-11-25,22:45,B. Monchengladbach,Sevilla,4,2,C:\Users\mansi\SheInnovates\SoccerNetData\europe_uefa-champions-league\2015-2016\2015-11-25 - 22-45 B. Monchengladbach 4 - 2 Sevilla\Labels-v2.json
europe_uefa-champions-league_2015-11-25_Malmo_FF_vs_Paris_SG,europe_uefa-champions-league,2015-2016,2015-11-25,22:45,Malmo FF,Paris SG,0,5,C:\Users\mansi\SheInnovates\SoccerNetData\europe_uefa-champions-league\2015-2016\2015-11-25 - 22-45 Malmo FF 0 - 5 Paris SG\Labels-v2.json
europe_uefa-champions-league_2015-12-09_D._Zagreb_vs_Bayern_Munich,europe_uefa-champions-league,2015-2016,2015-12-09,22:45,D. Zagreb,Bayern Munich,0,2,C:\Users\mansi\SheInnovates\SoccerNetData\europe_uefa-champions-league\2015-2016\2015-12-09 - 22-45 D. Zagreb 0 - 2 Bayern Munich\Labels-v2.json
europe_uefa-champions-league_2016-09-13_Barcelona_vs_Celtic,europe_uefa-champions-league,2016-2017,2016-09-13,21:45,Barcelona,Celtic,7,0,C:\Users\mansi\SheInnovates\SoccerNetData\europe_uefa-champions-league\2016-2017\2016-09-13 - 21-45 Barcelona 7 - 0 Celtic\Labels-v2.json
europe_uefa-champions-league_2016-09-13_Dyn._Kiev_vs_Napoli,europe_uefa-champions-league,2016-2017,2016-09-13,21:45,Dyn. Kiev,Napoli,1,2,C:\Users\mansi\SheInnovates\SoccerNetData\europe_uefa-champions-league\2016-2017\2016-09-13 - 21-45 Dyn. Kiev 1 - 2 Napoli\Labels-v2.json
europe_uefa-champions-league_2016-09-28_Ludogorets_vs_Paris_SG,europe_uefa-champions-league,2016-2017,2016-09-28,21:45,Ludogorets,Paris SG,1,3,C:\Users\mansi\SheInnovates\SoccerNetData\europe_uefa-champions-league\2016-2017\2016-09-28 - 21-45 Ludogorets 1 - 3 Paris SG\Labels-v2.json
europe_uefa-champions-league_2016-10-19_Barcelona_vs_Manchester_City,europe_uefa-champions-league,2016-2017,2016-10-19,21:45,Barcelona,Manchester City,4,0,C:\Users\mansi\SheInnovates\SoccerNetData\europe_uefa-champions-league\2016-2017\2016-10-19 - 21-45 Barcelona 4 - 0 Manchester City\Labels-v2.json
europe_uefa-champions-league_2016-11-23_Celtic_vs_Barcelona,europe_uefa-champions-league,2016-2017,2016-11-23,22:45,Celtic,Barcelona,0,2,C:\Users\mansi\SheInnovates\SoccerNetData\europe_uefa-champions-league\2016-2017\2016-11-23 - 22-45 Celtic 0 - 2 Barcelona\Labels-v2.json
europe_uefa-champions-league_2016-11-23_Napoli_vs_Dyn._Kiev,europe_uefa-champions-league,2016-2017,2016-11-23,22:45,Napoli,Dyn. Kiev,0,0,C:\Users\mansi\SheInnovates\SoccerNetData\europe_uefa-champions-league\2016-2017\2016-11-23 - 22-45 Napoli 0 - 0 Dyn. Kiev\Labels-v2.json
europe_uefa-champions-league_2016-12-06_Benfica_vs_Napoli,europe_uefa-champions-league,2016-2017,2016-12-06,22:45,Benfica,Napoli,1,2,C:\Users\mansi\SheInnovates\SoccerNetData\europe_uefa-champions-league\2016-2017\2016-12-06 - 22-45 Benfica 1 - 2 Napoli\Labels-v2.json
europe_uefa-champions-league_2017-02-14_Paris_SG_vs_Barcelona,europe_uefa-champions-league,2016-2017,2017-02-14,22:45,Paris SG,Barcelona,4,0,C:\Users\mansi\SheInnovates\SoccerNetData\europe_uefa-champions-league\2016-2017\2017-02-14 - 22-45 Paris SG 4 - 0 Barcelona\Labels-v2.json
europe_uefa-champions-league_2017-02-15_Real_Madrid_vs_Napoli,europe_uefa-champions-league,2016-2017,2017-02-15,22:45,Real Madrid,Napoli,3,1,C:\Users\mansi\SheInnovates\SoccerNetData\europe_uefa-champions-league\2016-2017\2017-02-15 - 22-45 Real Madrid 3 - 1 Napoli\Labels-v2.json
europe_uefa-champions-league_2017-03-07_Napoli_vs_Real_Madrid,europe_uefa-champions-league,2016-2017,2017-03-07,22:45,Napoli,Real Madrid,1,3,C:\Users\mansi\SheInnovates\SoccerNetData\europe_uefa-champions-league\2016-2017\2017-03-07 - 22-45 Napoli 1 - 3 Real Madrid\Labels-v2.json
europe_uefa-champions-league_2017-04-18_Real_Madrid_vs_Bayern_Munich,europe_uefa-champions-league,2016-2017,2017-04-18,21:45,Real Madrid,Bayern Munich,4,2,C:\Users\mansi\SheInnovates\SoccerNetData\europe_uefa-champions-league\2016-2017\2017-04-18 - 21-45 Real Madrid 4 - 2 Bayern Munich\Labels-v2.json
france_ligue-1_2015-04-05_Marseille_vs_Paris_SG,france_ligue-1,2014-2015,2015-04-05,22:00,Marseille,Paris SG,2,3,C:\Users\mansi\SheInnovates\SoccerNetData\france_ligue-1\2014-2015\2015-04-05 - 22-00 Marseille 2 - 3 Paris SG\Labels-v2.json
france_ligue-1_2015-09-26_Nantes_vs_Paris_SG,france_ligue-1,2015-2016,2015-09-26,18:30,Nantes,Paris SG,1,4,C:\Users\mansi\SheInnovates\SoccerNetData\france_ligue-1\2015-2016\2015-09-26 - 18-30 Nantes 1 - 4 Paris SG\Labels-v2.json
france_ligue-1_2015-11-07_Paris_SG_vs_Toulouse,france_ligue-1,2015-2016,2015-11-07,19:00,Paris SG,Toulouse,5,0,C:\Users\mansi\SheInnovates\SoccerNetData\france_ligue-1\2015-2016\2015-11-07 - 19-00 Paris SG 5 - 0 Toulouse\Labels-v2.json
france_ligue-1_2016-08-12_Bastia_vs_Paris_SG,france_ligue-1,2016-2017,2016-08-12,21:00,Bastia,Paris SG,0,1,C:\Users\mansi\SheInnovates\SoccerNetData\france_ligue-1\2016-2017\2016-08-12 - 21-00 Bastia 0 - 1 Paris SG\Labels-v2.json
france_ligue-1_2016-09-16_Caen_vs_Paris_SG,france_ligue-1,2016-2017,2016-09-16,21:45,Caen,Paris SG,0,6,C:\Users\mansi\SheInnovates\SoccerNetData\france_ligue-1\2016-2017\2016-09-16 - 21-45 Caen 0 - 6 Paris SG\Labels-v2.json
france_ligue-1_2016-09-23_Toulouse_vs_Paris_SG,france_ligue-1,2016-2017,2016-09-23,21:45,Toulouse,Paris SG,2,0,C:\Users\mansi\SheInnovates\SoccerNetData\france_ligue-1\2016-2017\2016-09-23 - 21-45 Toulouse 2 - 0 Paris SG\Labels-v2.json
france_ligue-1_2016-10-01_Paris_SG_vs_Bordeaux,france_ligue-1,2016-2017,2016-10-01,18:00,Paris SG,Bordeaux,2,0,C:\Users\mansi\SheInnovates\SoccerNetData\france_ligue-1\2016-2017\2016-10-01 - 18-00 Paris SG 2 - 0 Bordeaux\Labels-v2.json
france_ligue-1_2016-10-15_Nancy_vs_Paris_SG,france_ligue-1,2016-2017,2016-10-15,18:00,Nancy,Paris SG,1,2,C:\Users\mansi\SheInnovates\SoccerNetData\france_ligue-1\2016-2017\2016-10-15 - 18-00 Nancy 1 - 2 Paris SG\Labels-v2.json
france_ligue-1_2016-10-28_Lille_vs_Paris_SG,france_ligue-1,2016-2017,2016-10-28,21:45,Lille,Paris SG,0,1,C:\Users\mansi\SheInnovates\SoccerNetData\france_ligue-1\2016-2017\2016-10-28 - 21-45 Lille 0 - 1 Paris SG\Labels-v2.json
france_ligue-1_2016-11-06_Paris_SG_vs_Rennes,france_ligue-1,2016-2017,2016-11-06,22:45,Paris SG,Rennes,4,0,C:\Users\mansi\SheInnovates\SoccerNetData\france_ligue-1\2016-2017\2016-11-06 - 22-45 Paris SG 4 - 0 Rennes\Labels-v2.json
france_ligue-1_2016-11-19_Paris_SG_vs_Nantes,france_ligue-1,2016-2017,2016-11-19,19:00,Paris SG,Nantes,2,0,C:\Users\mansi\SheInnovates\SoccerNetData\france_ligue-1\2016-2017\2016-11-19 - 19-00 Paris SG 2 - 0 Nantes\Labels-v2.json
france_ligue-1_2016-11-27_Lyon_vs_Paris_SG,france_ligue-1,2016-2017,2016-11-27,22:45,Lyon,Paris SG,1,2,C:\Users\mansi\SheInnovates\SoccerNetData\france_ligue-1\2016-2017\2016-11-27 - 22-45 Lyon 1 - 2 Paris SG\Labels-v2.json
france_ligue-1_2016-12-11_Paris_SG_vs_Nice,france_ligue-1,2016-2017,2016-12-11,22:45,Paris SG,Nice,2,2,C:\Users\mansi\SheInnovates\SoccerNetData\france_ligue-1\2016-2017\2016-12-11 - 22-45 Paris SG 2 - 2 Nice\Labels-v2.json
france_ligue-1_2016-12-17_Guingamp_vs_Paris_SG,france_ligue-1,2016-2017,2016-12-17,19:00,Guingamp,Paris SG,2,1,C:\Users\mansi\SheInnovates\SoccerNetData\france_ligue-1\2016-2017\2016-12-17 - 19-00 Guingamp 2 - 1 Paris SG\Labels-v2.json
france_ligue-1_2016-12-21_Paris_SG_vs_Lorient,france_ligue-1,2016-2017,2016-12-21,22:50,Paris SG,Lorient,5,0,C:\Users\mansi\SheInnovates\SoccerNetData\france_ligue-1\2016-2017\2016-12-21 - 22-50 Paris SG 5 - 0 Lorient\Labels-v2.json
france_ligue-1_2017-01-21_Nantes_vs_Paris_SG,france_ligue-1,2016-2017,2017-01-21,19:00,Nantes,Paris SG,0,2,C:\Users\mansi\SheInnovates\SoccerNetData\france_ligue-1\2016-2017\2017-01-21 - 19-00 Nantes 0 - 2 Paris SG\Labels-v2.json
france_ligue-1_2017-02-10_Bordeaux_vs_Paris_SG,france_ligue-1,2016-2017,2017-02-10,22:45,Bordeaux,Paris SG,0,3,C:\Users\mansi\SheInnovates\SoccerNetData\france_ligue-1\2016-2017\2017-02-10 - 22-45 Bordeaux 0 - 3 Paris SG\Labels-v2.json
france_ligue-1_2017-02-19_Paris_SG_vs_Toulouse,france_ligue-1,2016-2017,2017-02-19,23:00,Paris SG,Toulouse,0,0,C:\Users\mansi\SheInnovates\SoccerNetData\france_ligue-1\2016-2017\2017-02-19 - 23-00 Paris SG 0 - 0 Toulouse\Labels-v2.json
france_ligue-1_2017-02-26_Marseille_vs_Paris_SG,france_ligue-1,2016-2017,2017-02-26,23:00,Marseille,Paris SG,1,5,C:\Users\mansi\SheInnovates\SoccerNetData\france_ligue-1\2016-2017\2017-02-26 - 23-00 Marseille 1 - 5 Paris SG\Labels-v2.json
france_ligue-1_2017-03-12_Lorient_vs_Paris_SG,france_ligue-1,2016-2017,2017-03-12,23:00,Lorient,Paris SG,1,2,C:\Users\mansi\SheInnovates\SoccerNetData\france_ligue-1\2016-2017\2017-03-12 - 23-00 Lorient 1 - 2 Paris SG\Labels-v2.json
france_ligue-1_2017-03-19_Paris_SG_vs_Lyon,france_ligue-1,2016-2017,2017-03-19,23:00,Paris SG,Lyon,2,1,C:\Users\mansi\SheInnovates\SoccerNetData\france_ligue-1\2016-2017\2017-03-19 - 23-00 Paris SG 2 - 1 Lyon\Labels-v2.json
france_ligue-1_2017-04-14_Angers_vs_Paris_SG,france_ligue-1,2016-2017,2017-04-14,21:45,Angers,Paris SG,0,2,C:\Users\mansi\SheInnovates\SoccerNetData\france_ligue-1\2016-2017\2017-04-14 - 21-45 Angers 0 - 2 Paris SG\Labels-v2.json
france_ligue-1_2017-04-18_Metz_vs_Paris_SG,france_ligue-1,2016-2017,2017-04-18,19:30,Metz,Paris SG,2,3,C:\Users\mansi\SheInnovates\SoccerNetData\france_ligue-1\2016-2017\2017-04-18 - 19-30 Metz 2 - 3 Paris SG\Labels-v2.json
france_ligue-1_2017-04-22_Paris_SG_vs_Montpellier,france_ligue-1,2016-2017,2017-04-22,18:00,Paris SG,Montpellier,2,0,C:\Users\mansi\SheInnovates\SoccerNetData\france_ligue-1\2016-2017\2017-04-22 - 18-00 Paris SG 2 - 0 Montpellier\Labels-v2.json
france_ligue-1_2017-04-30_Nice_vs_Paris_SG,france_ligue-1,2016-2017,2017-04-30,22:00,Nice,Paris SG,3,1,C:\Users\mansi\SheInnovates\SoccerNetData\france_ligue-1\2016-2017\2017-04-30 - 22-00 Nice 3 - 1 Paris SG\Labels-v2.json
france_ligue-1_2017-05-06_Paris_SG_vs_Bastia,france_ligue-1,2016-2017,2017-05-06,18:00,Paris SG,Bastia,5,0,C:\Users\mansi\SheInnovates\SoccerNetData\france_ligue-1\2016-2017\2017-05-06 - 18-00 Paris SG 5 - 0 Bastia\Labels-v2.json
france_ligue-1_2017-05-20_Paris_SG_vs_Caen,france_ligue-1,2016-2017,2017-05-20,22:00,Paris SG,Caen,1,1,C:\Users\mansi\SheInnovates\SoccerNetData\france_ligue-1\2016-2017\2017-05-20 - 22-00 Paris SG 1 - 1 Caen\Labels-v2.json
germany_bundesliga_2015-02-21_Paderborn_vs_Bayern_Munich,germany_bundesliga,2014-2015,2015-02-21,17:30,Paderborn,Bayern Munich,0,6,C:\Users\mansi\SheInnovates\SoccerNetData\germany_bundesliga\2014-2015\2015-02-21 - 17-30 Paderborn 0 - 6 Bayern Munich\Labels-v2.json
germany_bundesliga_2015-04-11_Bayern_Munich_vs_Eintracht_Frankfurt,germany_bundesliga,2014-2015,2015-04-11,16:30,Bayern Munich,Eintracht Frankfurt,3,0,C:\Users\mansi\SheInnovates\SoccerNetData\germany_bundesliga\2014-2015\2015-04-11 - 16-30 Bayern Munich 3 - 0 Eintracht Frankfurt\Labels-v2.json
germany_bundesliga_2015-04-25_Dortmund_vs_Eintracht_Frankfurt,germany_bundesliga,2014-2015,2015-04-25,16:30,Dortmund,Eintracht Frankfurt,2,0,C:\Users\mansi\SheInnovates\SoccerNetData\germany_bundesliga\2014-2015\2015-04-25 - 16-30 Dortmund 2 - 0 Eintracht Frankfurt\Labels-v2.json
germany_bundesliga_2015-05-09_Dortmund_vs_Hertha_Berlin,germany_bundesliga,2014-2015,2015-05-09,16:30,Dortmund,Hertha Berlin,2,0,C:\Users\mansi\SheInnovates\SoccerNetData\germany_bundesliga\2014-2015\2015-05-09 - 16-30 Dortmund 2 - 0 Hertha Berlin\Labels-v2.json
germany_bundesliga_2015-05-16_Wolfsburg_vs_Dortmund,germany_bundesliga,2014-2015,2015-05-16,16:30,Wolfsburg,Dortmund,2,1,C:\Users\mansi\SheInnovates\SoccerNetData\germany_bundesliga\2014-2015\2015-05-16 - 16-30 Wolfsburg 2 - 1 Dortmund\Labels-v2.json
germany_bundesliga_2015-08-22_Hoffenheim_vs_Bayern_Munich,germany_bundesliga,2015-2016,2015-08-22,16:30,Hoffenheim,Bayern Munich,1,2,C:\Users\mansi\SheInnovates\SoccerNetData\germany_bundesliga\2015-2016\2015-08-22 - 16-30 Hoffenheim 1 - 2 Bayern Munich\Labels-v2.json
germany_bundesliga_2015-08-30_Dortmund_vs_Hertha_Berlin,germany_bundesliga,2015-2016,2015-08-30,16:30,Dortmund,Hertha Berlin,3,1,C:\Users\mansi\SheInnovates\SoccerNetData\germany_bundesliga\2015-2016\2015-08-30 - 16-30 Dortmund 3 - 1 Hertha Berlin\Labels-v2.json
germany_bundesliga_2015-09-19_Darmstadt_vs_Bayern_Munich,germany_bundesliga,2015-2016,2015-09-19,16:30,Darmstadt,Bayern Munich,0,3,C:\Users\mansi\SheInnovates\SoccerNetData\germany_bundesliga\2015-2016\2015-09-19 - 16-30 Darmstadt 0 - 3 Bayern Munich\Labels-v2.json
germany_bundesliga_2015-09-22_Bayern_Munich_vs_Wolfsburg,germany_bundesliga,2015-2016,2015-09-22,21:00,Bayern Munich,Wolfsburg,5,1,C:\Users\mansi\SheInnovates\SoccerNetData\germany_bundesliga\2015-2016\2015-09-22 - 21-00 Bayern Munich 5 - 1 Wolfsburg\Labels-v2.json
germany_bundesliga_2015-09-26_1._FSV_Mainz_05_vs_Bayern_Munich,germany_bundesliga,2015-2016,2015-09-26,16:30,1. FSV Mainz 05,Bayern Munich,0,3,C:\Users\mansi\SheInnovates\SoccerNetData\germany_bundesliga\2015-2016\2015-09-26 - 16-30 1. FSV Mainz 05 0 - 3 Bayern Munich\Labels-v2.json
germany_bundesliga_2015-12-12_Bayern_Munich_vs_Ingolstadt,germany_bundesliga,2015-2016,2015-12-12,17:30,Bayern Munich,Ingolstadt,2,0,C:\Users\mansi\SheInnovates\SoccerNetData\germany_bundesliga\2015-2016\2015-12-12 - 17-30 Bayern Munich 2 - 0 Ingolstadt\Labels-v2.json
germany_bundesliga_2016-01-31_Bayern_Munich_vs_Hoffenheim,germany_bundesliga,2015-2016,2016-01-31,19:30,Bayern Munich,Hoffenheim,2,0,C:\Users\mansi\SheInnovates\SoccerNetData\germany_bundesliga\2015-2016\2016-01-31 - 19-30 Bayern Munich 2 - 0 Hoffenheim\Labels-v2.json
germany_bundesliga_2016-04-02_Bayern_Munich_vs_Eintracht_Frankfurt,germany_bundesliga,2015-2016,2016-04-02,16:30,Bayern Munich,Eintracht Frankfurt,1,0,C:\Users\mansi\SheInnovates\SoccerNetData\germany_bundesliga\2015-2016\2016-04-02 - 16-30 Bayern Munich 1 - 0 Eintracht Frankfurt\Labels-v2.json
germany_bundesliga_2016-04-09_VfB_Stuttgart_vs_Bayern_Munich,germany_bundesliga,2015-2016,2016-04-09,16:30,VfB Stuttgart,Bayern Munich,1,3,C:\Users\mansi\SheInnovates\SoccerNetData\germany_bundesliga\2015-2016\2016-04-09 - 16-30 VfB Stuttgart 1 - 3 Bayern Munich\Labels-v2.json
germany_bundesliga_2016-04-16_Bayern_Munich_vs_Schalke,germany_bundesliga,2015-2016,2016-04-16,19:30,Bayern Munich,Schalke,3,0,C:\Users\mansi\SheInnovates\SoccerNetData\germany_bundesliga\2015-2016\2016-04-16 - 19-30 Bayern Munich 3 - 0 Schalke\Labels-v2.json
germany_bundesliga_2016-09-17_Dortmund_vs_Darmstadt,germany_bundesliga,2016-2017,2016-09-17,16:30,Dortmund,Darmstadt,6,0,C:\Users\mansi\SheInnovates\SoccerNetData\germany_bundesliga\2016-2017\2016-09-17 - 16-30 Dortmund 6 - 0 Darmstadt\Labels-v2.json
germany_bundesliga_2016-09-20_Wolfsburg_vs_Dortmund,germany_bundesliga,2016-2017,2016-09-20,21:00,Wolfsburg,Dortmund,1,5,C:\Users\mansi\SheInnovates\SoccerNetData\germany_bundesliga\2016-2017\2016-09-20 - 21-00 Wolfsburg 1 - 5 Dortmund\Labels-v2.json
germany_bundesliga_2016-09-23_Dortmund_vs_SC_Freiburg,germany_bundesliga,2016-2017,2016-09-23,21:30,Dortmund,SC Freiburg,3,1,C:\Users\mansi\SheInnovates\SoccerNetData\germany_bundesliga\2016-2017\2016-09-23 - 21-30 Dortmund 3 - 1 SC Freiburg\Labels-v2.json
germany_bundesliga_2016-10-14_Dortmund_vs_Hertha_Berlin,germany_bundesliga,2016-2017,2016-10-14,21:30,Dortmund,Hertha Berlin,1,1,C:\Users\mansi\SheInnovates\SoccerNetData\germany_bundesliga\2016-2017\2016-10-14 - 21-30 Dortmund 1 - 1 Hertha Berlin\Labels-v2.json
germany_bundesliga_2016-10-22_Ingolstadt_vs_Dortmund,germany_bundesliga,2016-2017,2016-10-22,16:30,Ingolstadt,Dortmund,3,3,C:\Users\mansi\SheInnovates\SoccerNetData\germany_bundesliga\2016-2017\2016-10-22 - 16-30 Ingolstadt 3 - 3 Dortmund\Labels-v2.json
germany_bundesliga_2016-10-29_Dortmund_vs_Schalke,germany_bundesliga,2016-2017,2016-10-29,19:30,Dortmund,Schalke,0,0,C:\Users\mansi\SheInnovates\SoccerNetData\germany_bundesliga\2016-2017\2016-10-29 - 19-30 Dortmund 0 - 0 Schalke\Labels-v2.json
germany_bundesliga_2016-11-26_Eintracht_Frankfurt_vs_Dortmund,germany_bundesliga,2016-2017,2016-11-26,17:30,Eintracht Frankfurt,Dortmund,2,1,C:\Users\mansi\SheInnovates\SoccerNetData\germany_bundesliga\2016-2017\2016-11-26 - 17-30 Eintracht Frankfurt 2 - 1 Dortmund\Labels-v2.json
germany_bundesliga_2016-12-10_FC_Koln_vs_Dortmund,germany_bundesliga,2016-2017,2016-12-10,17:30,FC Koln,Dortmund,1,1,C:\Users\mansi\SheInnovates\SoccerNetData\germany_bundesliga\2016-2017\2016-12-10 - 17-30 FC Koln 1 - 1 Dortmund\Labels-v2.json
germany_bundesliga_2016-12-20_Dortmund_vs_FC_Augsburg,germany_bundesliga,2016-2017,2016-12-20,22:00,Dortmund,FC Augsburg,1,1,C:\Users\mansi\SheInnovates\SoccerNetData\germany_bundesliga\2016-2017\2016-12-20 - 22-00 Dortmund 1 - 1 FC Augsburg\Labels-v2.json
germany_bundesliga_2017-02-04_Dortmund_vs_RB_Leipzig,germany_bundesliga,2016-2017,2017-02-04,20:30,Dortmund,RB Leipzig,1,0,C:\Users\mansi\SheInnovates\SoccerNetData\germany_bundesliga\2016-2017\2017-02-04 - 20-30 Dortmund 1 - 0 RB Leipzig\Labels-v2.json
germany_bundesliga_2017-02-11_Darmstadt_vs_Dortmund,germany_bundesliga,2016-2017,2017-02-11,17:30,Darmstadt,Dortmund,2,1,C:\Users\mansi\SheInnovates\SoccerNetData\germany_bundesliga\2016-2017\2017-02-11 - 17-30 Darmstadt 2 - 1 Dortmund\Labels-v2.json
germany_bundesliga_2017-02-18_Dortmund_vs_Wolfsburg,germany_bundesliga,2016-2017,2017-02-18,17:30,Dortmund,Wolfsburg,3,0,C:\Users\mansi\SheInnovates\SoccerNetData\germany_bundesliga\2016-2017\2017-02-18 - 17-30 Dortmund 3 - 0 Wolfsburg\Labels-v2.json
germany_bundesliga_2017-03-17_Dortmund_vs_Ingolstadt,germany_bundesliga,2016-2017,2017-03-17,22:30,Dortmund,Ingolstadt,1,0,C:\Users\mansi\SheInnovates\SoccerNetData\germany_bundesliga\2016-2017\2017-03-17 - 22-30 Dortmund 1 - 0 Ingolstadt\Labels-v2.json
germany_bundesliga_2017-04-01_Schalke_vs_Dortmund,germany_bundesliga,2016-2017,2017-04-01,16:30,Schalke,Dortmund,1,1,C:\Users\mansi\SheInnovates\SoccerNetData\germany_bundesliga\2016-2017\2017-04-01 - 16-30 Schalke 1 - 1 Dortmund\Labels-v2.json
germany_bundesliga_2017-04-15_Dortmund_vs_Eintracht_Frankfurt,germany_bundesliga,2016-2017,2017-04-15,16:30,Dortmund,Eintracht Frankfurt,3,1,C:\Users\mansi\SheInnovates\SoccerNetData\germany_bundesliga\2016-2017\2017-04-15 - 16-30 Dortmund 3 - 1 Eintracht Frankfurt\Labels-v2.json
germany_bundesliga_2017-05-13_FC_Augsburg_vs_Dortmund,germany_bundesliga,2016-2017,2017-05-13,16:30,FC Augsburg,Dortmund,1,1,C:\Users\mansi\SheInnovates\SoccerNetData\germany_bundesliga\2016-2017\2017-05-13 - 16-30 FC Augsburg 1 - 1 Dortmund\Labels-v2.json
